2059388 20181127 210000 2955 1
2059388 20181127 220000 2197 1
2059388 20181127 230000 1516 1
2059388 20181128 000000 1125 1
2059388 20181128 010000 1121 1
2059388 20181128 020000 1481 1
2059388 20181128 030000 2098 1
2059388 20181128 040000 2815 1
2059388 20181128 050000 3455 1
2059388 20181128 060000 3870 1
2059388 20181128 070000 3993 1
2059388 20181128 080000 3814 1
2059388 20181128 090000 3323 1
2059388 20181128 100000 2599 1
2059388 20181128 110000 1847 1
2059388 20181128 120000 1256 1
2059388 20181128 130000 1000 1
2059388 20181128 140000 1128 1
2059388 20181128 150000 1547 1
2059388 20181128 160000 2140 1
2059388 20181128 170000 2776 1
2059388 20181128 180000 3305 1
2059388 20181128 190000 3610 1
2059388 20181128 200000 3644 1
2059388 20181128 210000 3397 1
2059388 20181128 220000 2891 1
2059388 20181128 230000 2247 1
2059388 20181129 000000 1665 1
2059388 20181129 010000 1315 1
2059388 20181129 020000 1299 1
2059388 20181129 030000 1621 1
2059388 20181129 040000 2163 1
2059388 20181129 050000 2776 1
2059388 20181129 060000 3336 1
2059388 20181129 070000 3711 1
2059388 20181129 080000 3828 1
2059388 20181129 090000 3682 1
2059388 20181129 100000 3257 1
2059388 20181129 110000 2647 1
2059388 20181129 120000 2000 1
2059388 20181129 130000 1455 1
2059388 20181129 140000 1200 1
2059388 20181129 150000 1260 1
2059388 20181129 160000 1592 1
2059388 20181129 170000 2115 1
2059388 20181129 180000 2673 1
2059388 20181129 190000 3152 1
2059388 20181129 200000 3471 1
2059388 20181129 210000 3555 1
2059388 20181129 220000 3381 1
2059388 20181129 230000 2972 1
2059388 20181130 000000 2417 1
2059388 20181130 010000 1888 1
2059388 20181130 020000 1556 1
2059388 20181130 030000 1494 1
2059388 20181130 040000 1707 1
2059388 20181130 050000 2135 1
2059388 20181130 060000 2670 1
2059388 20181130 070000 3167 1
2059388 20181130 080000 3528 1
2059388 20181130 090000 3695 1
2059388 20181130 100000 3629 1
2059388 20181130 110000 3314 1
2059388 20181130 120000 2784 1
2059388 20181130 130000 2176 1
2059388 20181130 140000 1660 1
2059388 20181130 150000 1348 1
2059388 20181130 160000 1312 1
2059388 20181130 170000 1558 1
2059388 20181130 180000 1993 1
2059388 20181130 190000 2508 1
2059388 20181130 200000 2994 1
2059388 20181130 210000 3358 1
2059388 20181130 220000 3526 1
2059388 20181130 230000 3438 1
2059388 20181201 000000 3091 1
2059388 20181201 010000 2563 1
2059388 20181201 020000 2017 1
2059388 20181201 030000 1628 1
2059388 20181201 040000 1498 1
2059388 20181201 050000 1639 1
2059388 20181201 060000 2001 1
2059388 20181201 070000 2489 1
2059388 20181201 080000 2999 1
2059388 20181201 090000 3427 1
2059388 20181201 100000 3666 1
2059388 20181201 110000 3659 1
2059388 20181201 120000 3405 1
2059388 20181201 130000 2923 1
2059388 20181201 140000 2313 1
2059388 20181201 150000 1749 1
2059388 20181201 160000 1384 1
2059388 20181201 170000 1288 1
2059388 20181201 180000 1455 1
2059388 20181201 190000 1841 1
2059388 20181201 200000 2370 1
2059388 20181201 210000 2930 1
2059388 20181201 220000 3376 1
2059388 20181201 230000 3603 1
2059388 20181202 000000 3546 1
2059388 20181202 010000 3206 1
2059388 20181202 020000 2659 1
2059388 20181202 030000 2055 1
2059388 20181202 040000 1593 1
2059388 20181202 050000 1399 1
2059388 20181202 060000 1496 1
2059388 20181202 070000 1831 1
2059388 20181202 080000 2332 1
2059388 20181202 090000 2907 1
2059388 20181202 100000 3394 1
2059388 20181202 110000 3686 1
2059388 20181202 120000 3748 1
2059388 20181202 130000 3538 1
2059388 20181202 140000 3063 1
2059388 20181202 150000 2402 1
2059388 20181202 160000 1755 1
2059388 20181202 170000 1319 1
2059388 20181202 180000 1173 1
2059388 20181202 190000 1342 1
2059388 20181202 200000 1776 1
2059388 20181202 210000 2369 1
2059388 20181202 220000 2985 1
2059388 20181202 230000 3472 1
2059388 20181203 000000 3714 1
2059388 20181203 010000 3661 1
2059388 20181203 020000 3291 1
2059388 20181203 030000 2690 1
2059388 20181203 040000 2019 1
2059388 20181203 050000 1487 1
2059388 20181203 060000 1251 1
2059388 20181203 070000 1343 1
2059388 20181203 080000 1726 1
2059388 20181203 090000 2305 1
2059388 20181203 100000 2926 1
2059388 20181203 110000 3449 1
2059388 20181203 120000 3789 1
2059388 20181203 130000 3862 1
2059388 20181203 140000 3616 1
2059388 20181203 150000 3050 1
2059388 20181203 160000 2294 1
